"","index","content","date","polarity"
"2396","392","Yazan çomarlara sorsan başkanlık sistemi ne, göt kılı olmak der. #TürkiyeninİlkBAŞKANI yav he he","2016-10-28 18:38:04+00:00","Negative"
"2397","393","başkanlık sistemi amerikan, #CumhuriyetİngilizProjesidir","2016-10-28 18:32:39+00:00","Negative"
"2398","394","#CumhuriyetİngilizProjesidir
Başkanlık sistemi de Amerikan projesidir
Kafirlerin projeleri reddediyoruz. 
Tek raşidi Hilafet projesidir","2016-10-28 18:30:22+00:00","Negative"
"2399","395","Islam ne baskanlik sistemi nede cumhuriyettir,islamin kendine has bir nizami vardir..bilginize
 #CumhuriyetİngilizProjesidir","2016-10-28 18:29:09+00:00","Negative"
"2400","396","Parlamenter sistem İngilizlerin Başkanlık ABD Sistemidir. Müslümanın sistemi HİLAFETTİR #CumhuriyetİngilizProjesidir","2016-10-28 18:25:44+00:00","Negative"
"2401","397","@gazetesozcu Allahtan başkanlık sistemi geliyorda  sizin ebedi muhalefet mahkumiyetiniz sona eriyor en çok CHP nin sevinmesi ve istemesi lzm","2016-10-28 18:22:23+00:00","Positive"
"2402","398","Eğer cumhuriyet bir halt olsaydı bugün başkanlık sistemi pohpohlanmazdı... #cumhuriyetingilizprojesidir","2016-10-28 18:22:09+00:00","Neutral"
"2403","399","Başkanlık sistemi değil gelin ikinci Raşidi hilafet devletini kuralim  #CumhuriyetİngilizProjesidir","2016-10-28 18:21:54+00:00","Negative"
"2404","400","Başkanlık Sistemi Nedir? Hangi Ülkelerde Var? Neden Tartışıyoruz?
https://t.co/X3CGtHGOln https://t.co/s9FQNZgqqp","2016-10-28 18:19:12+00:00","Neutral"
"2405","401","Yeni Anayasa paketi madde madde tam metin ve Başkanlık Sistemi https://t.co/Pc25P1lcXL @kamudanhaber aracılığıyla","2016-10-28 18:18:22+00:00","Neutral"
"2406","402","Kılıçdaroğlu: ""Başkanlık sistemi Bölünme www.OLAYLARA https://t.co/6mBCHygS6o https://t.co/KMgpG94GTr via @http://www.olaylaratercuman.com","2016-10-28 18:18:12+00:00","Neutral"
"2407","403","Onu restore etmek için ileri sürdüğünüz başkanlık sistemi,anayasal reformlar, u çürümenin önüne geçemeyecektir #cumhuriyeti̇ngilizprojesidir","2016-10-28 18:14:39+00:00","Negative"
"2408","404","#CumhuriyetİngilizProjesidir Başkanlık sistemi de Amerikan projesidir. Bunları bırak, gel sen Allah'ın Raşidi Hilafet vaadini gerçekleştir.","2016-10-28 18:06:37+00:00","Negative"
"2409","405","RTE yarın çıkıp Başkanlık  berbat bir sistemdir dese  başta Burhan Kuzu ve diğer tüm yandaşları sistemi nasıl gömer..Görürsek şaşırmayın","2016-10-28 18:06:26+00:00","Neutral"
"2410","406","""Başkanlık sistemi bizi üst lige çıkaracak"" | https://t.co/Q4kssWajEN https://t.co/M46hE7MDkd","2016-10-28 18:05:46+00:00","Positive"
"2411","407","Binali Yıldırım'dan bayram mesajında 'başkanlık sistemi' vurgusu https://t.co/BKFpbGTtE7 #haber #gundem","2016-10-28 18:04:32+00:00","Neutral"
"2412","408","#TürkiyeninİlkBAŞKANI eğer başkanlık sistemi iyi olsaydı kurucumuz ve tek liderimiz bugünüzü borçlu olduğunuz M.Kemal yapardı https://t.co/AuzMkb7HJ8","2016-10-28 18:02:39+00:00","Negative"
"2413","409","@onursaladiguzel @Berhansimsek başkanlık sistemi gelince pek konuşulacak bir cumhuriyette kalmayacak zaten. Son 29 ekimi Cumhuriyetin.","2016-10-28 18:02:00+00:00","Negative"
"2414","410","Başkanlık sistemi münazara programı sonrası hatıra fotoğrafı.
@mecertas @avfikretyeni @avalperguler @ahmetcozer @ahmetcozer https://t.co/nofDCllG65","2016-10-28 18:01:53+00:00","Neutral"
"2415","411",". 
Yaşasın başkanlık sistemi.

. 

#artıkbenimsin  #TürkiyeninİlkBAŞKANI  YaşasınEbedi ATATÜRKİYE  Fabri  Abdi İpekçi  Tosic 
. https://t.co/TiDc5G2Co2","2016-10-28 18:00:10+00:00","Positive"
"2416","412","Mini referandum| Başkanlık sistemi ?#chp #AkParti  #hdp #mhp","2016-10-28 17:56:32+00:00","Neutral"
"2417","413",".
Dağılın başkanlık sistemi geliyor.

. 
#artıkbenimsin 
#TürkiyeninİlkBAŞKANI 
YaşasınEbedi ATATÜRKİYE 
Fabri 
Abdi İpekçi 
Tosic https://t.co/fqoB7PMKji","2016-10-28 17:54:38+00:00","Neutral"
"2418","414","Başkanlık sistemi münazara programımız da  Çukurova gençlik kolları Baskanimiz @kilinc_mmurat konuşmalarını yapıyor
@mecertas @avfikretyeni https://t.co/STpx1uIjep","2016-10-28 17:51:39+00:00","Neutral"
"2419","415","@MBHaticeTemiz başkanlık sistemi mafya Gladyo tarikat sistemidir mafya ekonomisinin tek elde yonetilmesidir...
Yaşasın Cumhuriyet","2016-10-28 17:46:43+00:00","Negative"
"2420","416","#TürkiyeninİlkBAŞKANI Türkiyeye  gelecek olan  başkanlık sistemi sayesinde CHP nin baraj tehlikesi  ortadan kalkacaktır 😊 😄😄😄","2016-10-28 17:46:30+00:00","Positive"
"2421","417","@Onlycompatriot bir sorum var? Başkanlık sistemi gelince ne olacak bu ülkenin halı ??","2016-10-28 17:44:53+00:00","Negative"
"2422","418","@pmeleka @herkesicinCHP @kilicdarogluk tamam işte çökmüş devleti ancak başkanlık sistemi kurtarır diyoruz bizde","2016-10-28 17:40:16+00:00","Neutral"
"2423","419","Başkanlık sistemi münazara programımız da il gençlik kolları başkan yardımcımız @slhttnztrk1 başkanımız konuşmalarını yapıyor.
@mecertas https://t.co/k77kcCLtWX","2016-10-28 17:39:47+00:00","Neutral"
"2424","420","#MuhalefetDeyinceAklıma 
#PKKnınDonLastiğiCHP Geliyor.
Kk Atam.!Vaziyet Kötü,Millet Başkanlık Sistemi İstiyor.! Atam Şimdiden Haberin Olsun😀 https://t.co/7VvuADpL1P","2016-10-28 17:39:28+00:00","Neutral"
"2425","421","Yıldırım’ın 29 Ekim Mesajından da ‘Başkanlık Sistemi’ Çıktı https://t.co/GigWJg3oE3","2016-10-28 17:33:52+00:00","Neutral"
"2426","422","#TürkiyeninİlkBAŞKANI kim olursa olsun ama başkanlık sistemi gelsin","2016-10-28 17:31:52+00:00","Positive"
"2427","423","Efendiler...Cumhuriyeti yarın Başkanlık sistemi ile taçlandıracağız!","2016-10-28 17:29:39+00:00","Positive"
"2428","424","@siring 
Baskanlik sistemi.nin
Sonu vahim.cok.kotu","2016-10-28 17:22:17+00:00","Negative"
"2429","425","'Başkanlık sistemi Türkiye'nin ihtiyacı'
Türkiye'nin gündeminde olan Başkanlık sistemine yönelik Cumhurbaşkanlığı … https://t.co/sdPrZwEyZ0","2016-10-28 17:22:10+00:00","Positive"
"2430","426","'İdam, başkanlık sistemi ile birlikte gelebilir' https://t.co/9aCFDv1qiM","2016-10-28 17:21:27+00:00","Neutral"
"2431","427","Başkanlık sistemi Türkiyenin ihtiyacı https://t.co/BQpQfXeLE8  #SONDAKİKA #haber https://t.co/hnLMvKEWRB","2016-10-28 17:20:56+00:00","Positive"
"2432","428","'Başkanlık sistemi Türkiye'nin ihtiyacı' https://t.co/OQJvqWaoWY https://t.co/eXrY0XRuI8","2016-10-28 17:20:52+00:00","Positive"
"2433","429","Vekil  Gürer “Başkanlık Sistemi Halkın Hangi Sorununa Çare Olacak Ki?'

#niğde  #chp 

Niğde Politika Haberleri 

https://t.co/GTVBm3i4sa","2016-10-28 17:17:56+00:00","Neutral"
"2434","430","Osmanlı yi batıran  sistemin başkanlık sistemi olduğunu bilmeyen cahiller #TürkiyeninİlkBAŞKANI","2016-10-28 17:16:00+00:00","Negative"
"2435","431","Başkanlık sistemi münazara programımız soru ve cevap şeklinde devam etmektedir.
@mecertas @avfikretyeni @avalperguler @ahmetcozer https://t.co/oSsgQNJV3Y","2016-10-28 17:11:16+00:00","Neutral"
"2436","432","Dünya çapında başkanlık sistemi ile yönetilen ülkeler ileri ki aşamada ne hale... https://t.co/jrcZR4gg1P by #adnan_oktar via @c0nvey","2016-10-28 17:07:32+00:00","Neutral"
"2437","433","#TürkiyeninİlkBAŞKANI korkmayın titreyen başkanlık sistemi meclisten bir geçsin o zaman göreceksiniz kemalist zihniyet https://t.co/ntyMvOYlP7","2016-10-28 17:07:21+00:00","Positive"
"2438","434","Başkanlık sistemi münazara programımız soru ve cevap şeklinde devam etmektedir.
@mecertas @avfikretyeni @avalperguler @ahmetcozer https://t.co/TNIG8pd7nb","2016-10-28 17:06:06+00:00","Neutral"
"2439","435","TR, Rusya tarafındadır an itibariyle. Başkanlık sistemi Rusya ile paralel gider. Detaylar belli değil diye beklemeye gerek yok.","2016-10-28 17:05:47+00:00","Neutral"
"2440","436","#TürkiyeninİlkBAŞKANI ""Başkanlık sistemi Emperyalizminin dayatmasıdır"" RTE/Karşı çıktıklarını hep savundu,savunduklarına karşı çıktı/Kader","2016-10-28 17:05:07+00:00","Neutral"
"2441","437","Gençlik başkanlık sistemi için hazır @mecertas @omerrcelik @avfikretyeni @ahmetcozer @lamiosge https://t.co/wy4iykzl7W","2016-10-28 17:04:34+00:00","Positive"
"2442","438","Başkanlık Sistemi Yeni Anayasa Paketindeki Madde Ve Metinler https://t.co/JMZcpwZTxw","2016-10-28 17:04:10+00:00","Neutral"
"2443","439","Başkanlık sistemi nasıl olacak? İşte madde madde Yeni Anayasa https://t.co/AhmzWGhN6S","2016-10-28 17:04:07+00:00","Neutral"
"2444","440","Korktukları istemedikleri aslında başkanlık sistemi değil #TürkiyeninİlkBAŞKANI olacak reis tir inşallah","2016-10-28 17:03:55+00:00","Positive"
"2445","441","Diyelim başkanlık sistemi oldu hatta en ağırı Pasişah oldu. Peki, sonra seçilecek olan padişah ya tam tersi görüşte olursa?","2016-10-28 17:02:48+00:00","Neutral"
"2446","442","Başkanlık sistemi Türkiye için kaçınılmazdır ve  #TürkiyeninİlkBAŞKANI Recep Tayyip Erdoğan olacaktır. https://t.co/MvUw9mQ9kQ","2016-10-28 16:59:16+00:00","Positive"
"2447","443","Başkanlık sistemi münazara programımız da başkanımız @lamiosge konuşmalarını yapıyor @mecertas @avfikretyeni @avalperguler @ahmetcozer https://t.co/bhFG7EbDQh","2016-10-28 16:58:17+00:00","Neutral"
"2448","444","Başkanlık sistemi münazara programımız başlamıştır. Hayırlara vesile olsun.
@mecertas @avfikretyeni @avalperguler @ahmetcozer @lamiosge https://t.co/mJsFbHrrnQ","2016-10-28 16:56:44+00:00","Neutral"
"2449","445","Başkanlık sistemi münazara programımız devam ediyor.
@mecertas @avfikretyeni @avalperguler @ahmetcozer @lamiosge https://t.co/J3Ixacg8lT","2016-10-28 16:54:36+00:00","Neutral"
"2450","446","Turgay Eser; “Ülkemizin geleceği için Başkanlık sistemi gerekli” 
 https://t.co/5uP2bz5DmR","2016-10-28 16:52:30+00:00","Positive"
"2451","447","#Başkanlık sistemi halk çözecek diyorsunuz..
MilletE GİDİLECEKSE #EYT ÇÖZÜLMEDEN OLMAZ
@RT_Erdogan @hsandic_EyT @TC_Basbakan 
@bybekirbozdag https://t.co/60ZiKN76yg","2016-10-28 16:49:41+00:00","Neutral"
"2452","448","M.K. Perker Çiziyor: Başkanlık sistemi ve MHP  https://t.co/x2OasWfi63 https://t.co/8RGX60Tasd","2016-10-28 16:46:08+00:00","Neutral"
"2453","449","Başkanlık sistemi münazara programımız başlamıştır. Hayırlara vesile olsun.
@mecertas @avfikretyeni @avalperguler @ahmetcozer @lamiosge https://t.co/YOtOqxU2NA","2016-10-28 16:42:32+00:00","Neutral"
"2454","450","""Korkuyorum"".  Baskanlik Sistemi Devletimiz ve Milletimiz icin hayirli olmayacaktir. #YasasinCumhuriyet","2016-10-28 16:38:02+00:00","Negative"
"2455","451","@ucretlisokrates @retrohaydar retrohaydar: başkanlık sistemi şart.","2016-10-28 16:37:47+00:00","Positive"
"2456","452","#Başkanlık sistemi halk çözecek diyorsunuz..
MilletE GİDİLECEKSE #EYT ÇÖZÜLMEDEN OLMAZ
@TC_Basbakan 
@MuezzinogluDR @CALIKOGLU_NAZIF https://t.co/cbhKWAmHx4","2016-10-28 16:35:25+00:00","Neutral"
"2457","453","Başkanlık sistemi münazara programımız başlamıştır. Hayırlara vesile olsun.
@mecertas @avfikretyeni @avalperguler @ahmetcozer @lamiosge https://t.co/YFa7ZLaqio","2016-10-28 16:35:01+00:00","Neutral"
"2458","454","#Başkanlık sistemi halk çözecek diyorsunuz..
MilletE GİDİLECEKSE #EYT ÇÖZÜLMEDEN OLMAZ
@RT_Erdogan 
@tcbestepe 
@TC_Basbakan 
@MuezzinogluDR https://t.co/jwKoaKwVqu","2016-10-28 16:32:13+00:00","Neutral"
"2459","455","Başbakan Yıldırım’dan başkanlık sistemi açıklaması https://t.co/m2qnAzsdGY","2016-10-28 16:31:41+00:00","Neutral"
"2460","456","Başkanlık Sistemi ve Yeni Anayasa paketi madde madde tam metin https://t.co/b0hNdDbOxg","2016-10-28 16:30:31+00:00","Neutral"
"2461","457","Başkanlık sistemi gelsin Başkanımız hszır #TürkiyeninİlaBAŞKANI https://t.co/TSros8Ymlw","2016-10-28 16:30:12+00:00","Positive"
"2462","458","Başkanlık sistemi münazara programımız da başkanımız @lamiosge konuşmalarını yapıyor @mecertas @avfikretyeni @avalperguler @ahmetcozer https://t.co/7qJ3vajwr7","2016-10-28 16:28:36+00:00","Neutral"
"2463","459","Türkiye'ye bir gün başkanlık sistemi gelseydi Koca Reis'ten başka kimse başkan olamayacağı için ortadan kaldırıldı.
#TürkiyeninİlkBAŞKANI https://t.co/qvvF8PTS7G","2016-10-28 16:27:22+00:00","Neutral"
"2464","460","@foxhaber @fatihportakal fatih bey. Başkanlık Sistemi sizin özgür konusmanizi nekadar etkiler","2016-10-28 16:25:52+00:00","Neutral"
"2465","461","Uyuşturucu kullanma yaşı 13'e inmiş İktidarın derdi başkanlık sistemi..","2016-10-28 16:24:33+00:00","Neutral"
"2466","462","Erdoğan’dan Sincan’a teşekkür
Sincanlılara Başkanlık Sistemi’ni anlatan Cumhurbaşkanı Başdanışmanı Bülent Gedikli,… https://t.co/IxUdev87mH","2016-10-28 16:23:56+00:00","Neutral"
"2467","463","Başkanlık sistemi ile yönetilen her ülke ya diktaya dönmüş, yada her siyasi den bazıları satın alınmıştır.
Örnekmi?
fetöcülare bakın abd de","2016-10-28 16:23:26+00:00","Neutral"
"2468","464","Chp başkanı bir kişinin  egosunu tatmin etmek için başkanlık sistemi isteniyor diyor o bir kişinin arkasında millet var haberi var mı acaba","2016-10-28 16:23:25+00:00","Negative"
"2469","465","#YasasinCumhuriyet Fatih abi BU başkanlik sistemi nedir... BIZ NEYE GORE REFERANDUMA OY VERCRZ BU KONU HAKKINDA YARDIMLARINIZI BEKLIYORUM","2016-10-28 16:23:08+00:00","Neutral"
"2470","466","Başkanlık sistemi münazara programımız ilce başkanımız sn. @ahmetcozer baskanimizin konuşmasıyla başlamıştır
@mecertas @avfikretyeni https://t.co/SBjGOIUtUr","2016-10-28 16:22:45+00:00","Neutral"
"2471","467","İşte Yeni Anayasa paketi; Madde madde tam metin ve Başkanlık Sistemi
https://t.co/JhrdZFUBAs https://t.co/NE1Dn6UKkD","2016-10-28 16:20:58+00:00","Neutral"
"2472","468","Başkanlık sistemi nasıl olacak? İşte madde madde Yeni Anayasa... https://t.co/PS4sjVXFW0","2016-10-28 16:19:40+00:00","Neutral"
"2473","469","chp.nin muduru kesin net biliyor ve ona bildiryorlar ki; baskanlik sistemi halk reyleri ile gelecek ve ebedi chp.den bir başkan olamayacak","2016-10-28 16:17:28+00:00","Neutral"
"2474","470","Kalkınma Bakanı Elvan’dan CHP’ye 'Başkanlık sistemi' çıkışı: 
Kalkınma Bakanı Lütfi Elvan, Anadolu Ajansı Edi... https://t.co/aV4noqXCu3","2016-10-28 16:17:14+00:00","Neutral"
"2475","471","""Türkiye devleti  Büyük Millet meclisi tarafından yönetilir.""başkanlık sistemi bize uymaz","2016-10-28 16:17:11+00:00","Neutral"
"2476","472","Cumhurbaşkanı Başdanışmanı Topçu Rize'de, ""Başkanlık Sistemi Türkiye'nin Bir İhtiyacıdır""
https://t.co/Lj8yAETfar https://t.co/PeqZ9wkuDj","2016-10-28 16:15:54+00:00","Positive"
"2477","473","Yalçın Topçu: Başkanlık Sistemi Türkiye'nin Bir İhtiyacıdır https://t.co/bX1WaBlPaO","2016-10-28 16:14:56+00:00","Positive"
"2478","474","Yalçın Topçu: Başkanlık Sistemi Türkiye'nin Bir İhtiyacıdır https://t.co/HfVtaDC4vz","2016-10-28 16:14:45+00:00","Positive"
"2479","475","Ozetle baskanlik sistemi nedir? arasindaki farklar,Vatanimiza Milletimize hayirli ugurlu olsun. @HarunAlanoglu @zuhalelizberenn @ergn_diler https://t.co/DVBBd37rVX","2016-10-28 16:13:26+00:00","Positive"
"2480","476","@maqar10 @kilicdarogluk Başkanlık sistemi Allah'ın izniyle Erdoğan'ın sonu olacak.","2016-10-28 16:09:51+00:00","Negative"
"2481","477","BBP Eski genel başkanı Cumhurbaşkanı Başdanışmanı Yalçın Topçu: ""Başkanlık sistemi Türkiye'nin bir ihtiyacıdır.""","2016-10-28 16:09:07+00:00","Positive"
"2482","478","#TürkiyeninİlkBAŞKANI peki başkanlık sistemi nedir bilen varmı herkes tutturmuş başkanlık hayatta ne istediğini bilmek lazım","2016-10-28 16:07:22+00:00","Neutral"
"2483","479","Topçu: Başkanlık sistemi Türkiye'nin ihtiyacı https://t.co/1Bd3HP3h4R https://t.co/Cl3EjewkHM","2016-10-28 16:06:14+00:00","Positive"
"2484","480","Cumhurbaşkanı Başdanışmanı Yalçın Topçu: Başkanlık sistemi Türkiye'nin bir ihtiyacıdır
 https://t.co/vuxf25fxgR https://t.co/1QPhi0p0iM","2016-10-28 16:06:07+00:00","Positive"
"2485","481","Başkanlık sistemi ""cumhurbaşkanlığı seçimi ile"" fiilen başladı zaten dendi az önce atv'de. Pardon, bizim neden haberimiz yok?","2016-10-28 16:05:55+00:00","Neutral"
"2486","482","Peki Fatih bey neden 2023 hedef  ve başkanlık sistemi Cumhuriyetin sonu mu düşünülüyor ?  #yaşasıncumhuriyet","2016-10-28 16:05:23+00:00","Negative"
"2487","483","@hmkbjk yarin cumhuriyet bayrami ama habere bakin baskanlik sistemi geliyo nerde cumhuriyetcilik","2016-10-28 16:04:31+00:00","Negative"
"2488","484","Cumhurbaşkanı Başdanışmanı Yalçın Topçu: Başkanlık sistemi Türkiye'nin bir ihtiyacıdır
https://t.co/FX1UxgknMa https://t.co/VdBMIML0Bo","2016-10-28 16:04:04+00:00","Positive"
"2489","485","Baskanlik sistemi nedir lan !!!!","2016-10-28 16:03:18+00:00","Neutral"
"2490","486","Topçu: Başkanlık sistemi Türkiye'nin ihtiyacı
Cumhurbaşkanı Başdanışmanı Yalçın Topçu, ""Başkanlık sistemi Türkiye'… https://t.co/Gl25F50HY3","2016-10-28 16:03:13+00:00","Neutral"
"2491","487","Binali Yıldırım'dan bayram mesajında 'başkanlık sistemi' vurgusu https://t.co/qaP2okW2xd #si̇yaset #siyaset https://t.co/zvi4yM5c3F","2016-10-28 16:02:45+00:00","Neutral"
"2492","488","Binali Yıldırım'dan bayram mesajında 'başkanlık sistemi' vurgusu https://t.co/qaP2okW2xd #si̇yaset #siyaset","2016-10-28 16:02:37+00:00","Neutral"
"2493","489","Türkiyenin Daha Güçlü İlerlemesi İçin Başkanlık Sistemi  Gelmeli  #TürkiyeninİlkBAŞKANI","2016-10-28 16:02:00+00:00","Positive"
"2494","490","Kalkınma Bakanı Elvan’dan CHP’ye 'Başkanlık sistemi' çıkışı https://t.co/TSjMmy2azx @sharethis aracılığıyla","2016-10-28 16:01:34+00:00","Neutral"
"2495","491","Kalkınma Bakanı Elvan’dan CHP’ye 'Başkanlık sistemi' çıkışı https://t.co/szY4Jc6kAu @sharethis aracılığıyla","2016-10-28 16:00:40+00:00","Neutral"
"2496","492","Binali Yıldırım'dan bayram mesajında 'başkanlık sistemi' vurgusu https://t.co/Bdt4sk8Xu2 https://t.co/LBtYIM40MZ","2016-10-28 16:00:01+00:00","Neutral"
"2497","493","Binali Yıldırım'dan bayram mesajında 'başkanlık sistemi' vurgusu https://t.co/Bdt4sk8Xu2","2016-10-28 15:59:49+00:00","Neutral"
"2498","494","Cumhurbaşkanı Başdanışmanı Topçu Başkanlık Sistemi Türkiye İçin Bir İhtiyaçtır. https://t.co/qran40iz8m","2016-10-28 15:51:59+00:00","Neutral"
"2499","495","Yarın reis bir bakmışsınız başkanlık sistemi için referandum tarihini açıklıyor çıldırırsınız :)))","2016-10-28 15:49:58+00:00","Positive"
"2500","496","Lütfi Elvan: Ekonomik alanda üst lige çıkmak için başkanlık sistemi şart - https://t.co/3mxSWAAeHL","2016-10-28 15:42:15+00:00","Positive"
"2501","497","15 Temmuz Sonrası Yeni Türkiye ve Başkanlık Sistemi konulu Konferansımız yerel basında geniş yer buldu. Teşekkür ederiz. https://t.co/995CX54EWh","2016-10-28 15:36:59+00:00","Neutral"
